state_po,county_name,party,candidatevotes,totalvotes
MS,Franklin,REPUBLICAN,2923,4461
MS,George,DEMOCRAT,1218,11049
MS,George,GREEN,10,11049
MS,George,LIBERTARIAN,54,11049
MS,George,OTHER,54,11049
MS,George,REPUBLICAN,9713,11049
MS,Greene,DEMOCRAT,966,5812
MS,Greene,GREEN,4,5812
MS,Greene,LIBERTARIAN,20,5812
MS,Greene,OTHER,28,5812
MS,Greene,REPUBLICAN,4794,5812
MS,Grenada,DEMOCRAT,4734,10911
MS,Grenada,GREEN,8,10911
MS,Grenada,LIBERTARIAN,38,10911
MS,Grenada,OTHER,50,10911
MS,Grenada,REPUBLICAN,6081,10911
MS,Hancock,DEMOCRAT,4504,20957
MS,Hancock,GREEN,23,20957
MS,Hancock,LIBERTARIAN,183,20957
MS,Hancock,OTHER,115,20957
MS,Hancock,REPUBLICAN,16132,20957
MS,Harrison,DEMOCRAT,27728,75768
MS,Harrison,GREEN,101,75768
MS,Harrison,LIBERTARIAN,726,75768
MS,Harrison,OTHER,391,75768
MS,Harrison,REPUBLICAN,46822,75768
MS,Hinds,DEMOCRAT,73550,99995
MS,Hinds,GREEN,110,99995
MS,Hinds,LIBERTARIAN,396,99995
MS,Hinds,OTHER,798,99995
MS,Hinds,REPUBLICAN,25141,99995
MS,Holmes,DEMOCRAT,6588,8115
MS,Holmes,GREEN,15,8115
MS,Holmes,LIBERTARIAN,26,8115
MS,Holmes,OTHER,117,8115
MS,Holmes,REPUBLICAN,1369,8115
MS,Humphreys,DEMOCRAT,3016,4189
MS,Humphreys,GREEN,4,4189
MS,Humphreys,LIBERTARIAN,10,4189
MS,Humphreys,OTHER,41,4189
MS,Humphreys,REPUBLICAN,1118,4189
MS,Issaquena,DEMOCRAT,355,676
MS,Issaquena,GREEN,0,676
MS,Issaquena,LIBERTARIAN,5,676
MS,Issaquena,OTHER,8,676
MS,Issaquena,REPUBLICAN,308,676
MS,Itawamba,DEMOCRAT,1249,10819
MS,Itawamba,GREEN,15,10819
MS,Itawamba,LIBERTARIAN,79,10819
MS,Itawamba,OTHER,38,10819
MS,Itawamba,REPUBLICAN,9438,10819
MS,Jackson,DEMOCRAT,17375,54543
MS,Jackson,GREEN,76,54543
MS,Jackson,LIBERTARIAN,474,54543
MS,Jackson,OTHER,323,54543
MS,Jackson,REPUBLICAN,36295,54543
MS,Jasper,DEMOCRAT,4341,8736
MS,Jasper,GREEN,6,8736
MS,Jasper,LIBERTARIAN,30,8736
MS,Jasper,OTHER,57,8736
MS,Jasper,REPUBLICAN,4302,8736
MS,Jefferson,DEMOCRAT,3327,3908
MS,Jefferson,GREEN,6,3908
MS,Jefferson,LIBERTARIAN,14,3908
MS,Jefferson,OTHER,30,3908
MS,Jefferson,REPUBLICAN,531,3908
MS,Jefferson Davis,DEMOCRAT,3599,6213
MS,Jefferson Davis,GREEN,5,6213
MS,Jefferson Davis,LIBERTARIAN,16,6213
MS,Jefferson Davis,OTHER,59,6213
MS,Jefferson Davis,REPUBLICAN,2534,6213
MS,Jones,DEMOCRAT,8517,30091
MS,Jones,GREEN,24,30091
MS,Jones,LIBERTARIAN,169,30091
MS,Jones,OTHER,155,30091
MS,Jones,REPUBLICAN,21226,30091
MS,Kemper,DEMOCRAT,2887,4731
MS,Kemper,GREEN,9,4731
MS,Kemper,LIBERTARIAN,10,4731
MS,Kemper,OTHER,38,4731
MS,Kemper,REPUBLICAN,1787,4731
MS,Lafayette,DEMOCRAT,10070,23423
MS,Lafayette,GREEN,40,23423
MS,Lafayette,LIBERTARIAN,242,23423
MS,Lafayette,OTHER,122,23423
MS,Lafayette,REPUBLICAN,12949,23423
MS,Lamar,DEMOCRAT,7340,28485
MS,Lamar,GREEN,32,28485
MS,Lamar,LIBERTARIAN,264,28485
MS,Lamar,OTHER,145,28485
MS,Lamar,REPUBLICAN,20704,28485
MS,Lauderdale,DEMOCRAT,12960,31247
MS,Lauderdale,GREEN,25,31247
MS,Lauderdale,LIBERTARIAN,149,31247
MS,Lauderdale,OTHER,146,31247
MS,Lauderdale,REPUBLICAN,17967,31247
MS,Lawrence,DEMOCRAT,2260,6613
MS,Lawrence,GREEN,8,6613
MS,Lawrence,LIBERTARIAN,19,6613
MS,Lawrence,OTHER,41,6613
MS,Lawrence,REPUBLICAN,4285,6613
MS,Leake,DEMOCRAT,3897,9200
MS,Leake,GREEN,6,9200
MS,Leake,LIBERTARIAN,19,9200
MS,Leake,OTHER,50,9200
MS,Leake,REPUBLICAN,5228,9200
MS,Lee,DEMOCRAT,12189,36954
MS,Lee,GREEN,44,36954
MS,Lee,LIBERTARIAN,292,36954
MS,Lee,OTHER,222,36954
MS,Lee,REPUBLICAN,24207,36954
MS,Leflore,DEMOCRAT,7648,10893
MS,Leflore,GREEN,9,10893
MS,Leflore,LIBERTARIAN,31,10893
MS,Leflore,OTHER,76,10893
MS,Leflore,REPUBLICAN,3129,10893
MS,Lincoln,DEMOCRAT,5040,16801
MS,Lincoln,GREEN,19,16801
MS,Lincoln,LIBERTARIAN,64,16801
MS,Lincoln,OTHER,82,16801
MS,Lincoln,REPUBLICAN,11596,16801
MS,Lowndes,DEMOCRAT,13087,27241
MS,Lowndes,GREEN,32,27241
MS,Lowndes,LIBERTARIAN,182,27241
MS,Lowndes,OTHER,140,27241
MS,Lowndes,REPUBLICAN,13800,27241
MS,Madison,DEMOCRAT,24440,56212
MS,Madison,GREEN,41,56212
MS,Madison,LIBERTARIAN,351,56212
MS,Madison,OTHER,289,56212
MS,Madison,REPUBLICAN,31091,56212
MS,Marion,DEMOCRAT,3787,12177
MS,Marion,GREEN,11,12177
MS,Marion,LIBERTARIAN,44,12177
MS,Marion,OTHER,62,12177
MS,Marion,REPUBLICAN,8273,12177
MS,Marshall,DEMOCRAT,8057,15817
MS,Marshall,GREEN,27,15817
MS,Marshall,LIBERTARIAN,48,15817
MS,Marshall,OTHER,119,15817
MS,Marshall,REPUBLICAN,7566,15817
MS,Monroe,DEMOCRAT,5874,17259
MS,Monroe,GREEN,17,17259
MS,Monroe,LIBERTARIAN,93,17259
MS,Monroe,OTHER,98,17259
MS,Monroe,REPUBLICAN,11177,17259
MS,Montgomery,DEMOCRAT,2121,5075
MS,Montgomery,GREEN,3,5075
MS,Montgomery,LIBERTARIAN,9,5075
MS,Montgomery,OTHER,25,5075
MS,Montgomery,REPUBLICAN,2917,5075
MS,Neshoba,DEMOCRAT,3260,11703
MS,Neshoba,GREEN,6,11703
MS,Neshoba,LIBERTARIAN,46,11703
MS,Neshoba,OTHER,71,11703
MS,Neshoba,REPUBLICAN,8320,11703
MS,Newton,DEMOCRAT,3075,10183
MS,Newton,GREEN,8,10183
MS,Newton,LIBERTARIAN,47,10183
MS,Newton,OTHER,56,10183
MS,Newton,REPUBLICAN,6997,10183
MS,Noxubee,DEMOCRAT,4040,5339
MS,Noxubee,GREEN,6,5339
MS,Noxubee,LIBERTARIAN,13,5339
MS,Noxubee,OTHER,40,5339
MS,Noxubee,REPUBLICAN,1240,5339
MS,Oktibbeha,DEMOCRAT,10299,19757
MS,Oktibbeha,GREEN,51,19757
MS,Oktibbeha,LIBERTARIAN,255,19757
MS,Oktibbeha,OTHER,148,19757
MS,Oktibbeha,REPUBLICAN,9004,19757
MS,Panola,DEMOCRAT,7403,15627
MS,Panola,GREEN,11,15627
MS,Panola,LIBERTARIAN,48,15627
MS,Panola,OTHER,105,15627
MS,Panola,REPUBLICAN,8060,15627
MS,Pearl River,DEMOCRAT,4148,24033
MS,Pearl River,GREEN,31,24033
MS,Pearl River,LIBERTARIAN,160,24033
MS,Pearl River,OTHER,99,24033
MS,Pearl River,REPUBLICAN,19595,24033
MS,Perry,DEMOCRAT,1362,5916
MS,Perry,GREEN,7,5916
MS,Perry,LIBERTARIAN,21,5916
MS,Perry,OTHER,26,5916
MS,Perry,REPUBLICAN,4500,5916
MS,Pike,DEMOCRAT,8646,17342
MS,Pike,GREEN,18,17342
MS,Pike,LIBERTARIAN,91,17342
MS,Pike,OTHER,108,17342
MS,Pike,REPUBLICAN,8479,17342
MS,Pontotoc,DEMOCRAT,2614,14361
MS,Pontotoc,GREEN,17,14361
MS,Pontotoc,LIBERTARIAN,103,14361
MS,Pontotoc,OTHER,77,14361
MS,Pontotoc,REPUBLICAN,11550,14361
MS,Prentiss,DEMOCRAT,2153,10644
MS,Prentiss,GREEN,6,10644
MS,Prentiss,LIBERTARIAN,70,10644
MS,Prentiss,OTHER,45,10644
MS,Prentiss,REPUBLICAN,8370,10644
MS,Quitman,DEMOCRAT,2150,3226
MS,Quitman,GREEN,5,3226
MS,Quitman,LIBERTARIAN,12,3226
MS,Quitman,OTHER,33,3226
MS,Quitman,REPUBLICAN,1026,3226
MS,Rankin,DEMOCRAT,18847,70655
MS,Rankin,GREEN,62,70655
MS,Rankin,LIBERTARIAN,555,70655
MS,Rankin,OTHER,296,70655
MS,Rankin,REPUBLICAN,50895,70655
MS,Scott,DEMOCRAT,4330,10733
MS,Scott,GREEN,22,10733
MS,Scott,LIBERTARIAN,38,10733
MS,Scott,OTHER,58,10733
MS,Scott,REPUBLICAN,6285,10733
MS,Sharkey,DEMOCRAT,1465,2183
MS,Sharkey,GREEN,6,2183
MS,Sharkey,LIBERTARIAN,9,2183
MS,Sharkey,OTHER,15,2183
MS,Sharkey,REPUBLICAN,688,2183
MS,Simpson,DEMOCRAT,4037,11815
MS,Simpson,GREEN,23,11815
MS,Simpson,LIBERTARIAN,49,11815
MS,Simpson,OTHER,71,11815
MS,Simpson,REPUBLICAN,7635,11815
MS,Smith,DEMOCRAT,1791,8327
MS,Smith,GREEN,6,8327
MS,Smith,LIBERTARIAN,33,8327
MS,Smith,OTHER,39,8327
MS,Smith,REPUBLICAN,6458,8327
MS,Stone,DEMOCRAT,1802,7878
MS,Stone,GREEN,8,7878
MS,Stone,LIBERTARIAN,57,7878
MS,Stone,OTHER,47,7878
MS,Stone,REPUBLICAN,5964,7878
MS,Sunflower,DEMOCRAT,6781,9681
MS,Sunflower,GREEN,14,9681
MS,Sunflower,LIBERTARIAN,18,9681
MS,Sunflower,OTHER,69,9681
MS,Sunflower,REPUBLICAN,2799,9681
MS,Tallahatchie,DEMOCRAT,3105,5685
MS,Tallahatchie,GREEN,15,5685
MS,Tallahatchie,LIBERTARIAN,20,5685
MS,Tallahatchie,OTHER,57,5685
MS,Tallahatchie,REPUBLICAN,2488,5685
MS,Tate,DEMOCRAT,4183,13093
MS,Tate,GREEN,16,13093
MS,Tate,LIBERTARIAN,84,13093
MS,Tate,OTHER,103,13093
MS,Tate,REPUBLICAN,8707,13093
MS,Tippah,DEMOCRAT,1937,10102
MS,Tippah,GREEN,9,10102
MS,Tippah,LIBERTARIAN,43,10102
MS,Tippah,OTHER,59,10102
MS,Tippah,REPUBLICAN,8054,10102
MS,Tishomingo,DEMOCRAT,1059,9138
MS,Tishomingo,GREEN,7,9138
MS,Tishomingo,LIBERTARIAN,97,9138
MS,Tishomingo,OTHER,42,9138
MS,Tishomingo,REPUBLICAN,7933,9138
MS,Tunica,DEMOCRAT,2580,3562
MS,Tunica,GREEN,7,3562
MS,Tunica,LIBERTARIAN,9,3562
MS,Tunica,OTHER,40,3562
MS,Tunica,REPUBLICAN,926,3562
MS,Union,DEMOCRAT,2160,12683
MS,Union,GREEN,13,12683
MS,Union,LIBERTARIAN,81,12683
MS,Union,OTHER,56,12683
MS,Union,REPUBLICAN,10373,12683
MS,Walthall,DEMOCRAT,2835,7119
MS,Walthall,GREEN,6,7119
MS,Walthall,LIBERTARIAN,19,7119
MS,Walthall,OTHER,39,7119
MS,Walthall,REPUBLICAN,4220,7119
MS,Warren,DEMOCRAT,10442,21053
MS,Warren,GREEN,25,21053
MS,Warren,LIBERTARIAN,93,21053
MS,Warren,OTHER,128,21053
MS,Warren,REPUBLICAN,10365,21053
MS,Washington,DEMOCRAT,12503,18008
MS,Washington,GREEN,19,18008
MS,Washington,LIBERTARIAN,53,18008
MS,Washington,OTHER,133,18008
MS,Washington,REPUBLICAN,5300,18008
MS,Wayne,DEMOCRAT,3624,10056
MS,Wayne,GREEN,11,10056
MS,Wayne,LIBERTARIAN,45,10056
MS,Wayne,OTHER,69,10056
MS,Wayne,REPUBLICAN,6307,10056
MS,Webster,DEMOCRAT,1043,5395
MS,Webster,GREEN,2,5395
MS,Webster,LIBERTARIAN,27,5395
MS,Webster,OTHER,32,5395
MS,Webster,REPUBLICAN,4291,5395
MS,Wilkinson,DEMOCRAT,2749,4127
MS,Wilkinson,GREEN,9,4127
MS,Wilkinson,LIBERTARIAN,12,4127
MS,Wilkinson,OTHER,33,4127
MS,Wilkinson,REPUBLICAN,1324,4127
MS,Winston,DEMOCRAT,4040,9236
MS,Winston,GREEN,4,9236
MS,Winston,LIBERTARIAN,41,9236
MS,Winston,OTHER,39,9236
MS,Winston,REPUBLICAN,5112,9236
MS,Yalobusha,DEMOCRAT,2785,6535
MS,Yalobusha,GREEN,7,6535
MS,Yalobusha,LIBERTARIAN,26,6535
MS,Yalobusha,OTHER,46,6535
MS,Yalobusha,REPUBLICAN,3671,6535
MS,Yazoo,DEMOCRAT,5496,10436
MS,Yazoo,GREEN,8,10436
MS,Yazoo,LIBERTARIAN,21,10436
MS,Yazoo,OTHER,79,10436
MS,Yazoo,REPUBLICAN,4832,10436
MO,Adair,DEMOCRAT,3710,10336
MO,Adair,GREEN,43,10336
MO,Adair,LIBERTARIAN,157,10336
MO,Adair,OTHER,13,10336
MO,Adair,REPUBLICAN,6413,10336
MO,Andrew,DEMOCRAT,2351,9752
MO,Andrew,GREEN,19,9752
MO,Andrew,LIBERTARIAN,120,9752
MO,Andrew,OTHER,7,9752
MO,Andrew,REPUBLICAN,7255,9752
MO,Atchison,DEMOCRAT,564,2814
MO,Atchison,GREEN,3,2814
MO,Atchison,LIBERTARIAN,47,2814
MO,Atchison,OTHER,1,2814
MO,Atchison,REPUBLICAN,2199,2814
MO,Audrain,DEMOCRAT,2704,10656
MO,Audrain,GREEN,32,10656
MO,Audrain,LIBERTARIAN,175,10656
MO,Audrain,OTHER,13,10656
MO,Audrain,REPUBLICAN,7732,10656
MO,Barry,DEMOCRAT,2948,15598
MO,Barry,GREEN,27,15598
MO,Barry,LIBERTARIAN,180,15598
MO,Barry,OTHER,18,15598
MO,Barry,REPUBLICAN,12425,15598
MO,Barton,DEMOCRAT,844,6077
MO,Barton,GREEN,13,6077
MO,Barton,LIBERTARIAN,47,6077
MO,Barton,OTHER,5,6077
MO,Barton,REPUBLICAN,5168,6077
MO,Bates,DEMOCRAT,1672,8416
MO,Bates,GREEN,14,8416
MO,Bates,LIBERTARIAN,120,8416
MO,Bates,OTHER,13,8416
MO,Bates,REPUBLICAN,6597,8416
MO,Benton,DEMOCRAT,2180,10476
MO,Benton,GREEN,22,10476
MO,Benton,LIBERTARIAN,152,10476
MO,Benton,OTHER,13,10476
MO,Benton,REPUBLICAN,8109,10476
MO,Bollinger,DEMOCRAT,750,5983
MO,Bollinger,GREEN,13,5983
MO,Bollinger,LIBERTARIAN,51,5983
MO,Bollinger,OTHER,2,5983
MO,Bollinger,REPUBLICAN,5167,5983
MO,Boone,DEMOCRAT,50064,91168
MO,Boone,GREEN,349,91168
MO,Boone,LIBERTARIAN,1968,91168
MO,Boone,OTHER,141,91168
MO,Boone,REPUBLICAN,38646,91168
MO,Buchanan,DEMOCRAT,13445,36598
MO,Buchanan,GREEN,127,36598
MO,Buchanan,LIBERTARIAN,529,36598
MO,Buchanan,OTHER,47,36598
MO,Buchanan,REPUBLICAN,22450,36598
MO,Butler,DEMOCRAT,3301,18141
MO,Butler,GREEN,42,18141
MO,Butler,LIBERTARIAN,188,18141
MO,Butler,OTHER,8,18141
MO,Butler,REPUBLICAN,14602,18141
MO,Caldwell,DEMOCRAT,897,4682
MO,Caldwell,GREEN,7,4682
MO,Caldwell,LIBERTARIAN,50,4682
MO,Caldwell,OTHER,3,4682
MO,Caldwell,REPUBLICAN,3725,4682
MO,Callaway,DEMOCRAT,5870,21144
MO,Callaway,GREEN,68,21144
MO,Callaway,LIBERTARIAN,371,21144
MO,Callaway,OTHER,20,21144
MO,Callaway,REPUBLICAN,14815,21144
MO,Camden,DEMOCRAT,5652,24812
MO,Camden,GREEN,32,24812
MO,Camden,LIBERTARIAN,255,24812
MO,Camden,OTHER,23,24812
MO,Camden,REPUBLICAN,18850,24812
MO,Cape Girardeau,DEMOCRAT,10760,40328
MO,Cape Girardeau,GREEN,101,40328
MO,Cape Girardeau,LIBERTARIAN,520,40328
MO,Cape Girardeau,OTHER,40,40328
MO,Cape Girardeau,REPUBLICAN,28907,40328
MO,Carroll,DEMOCRAT,786,4532
MO,Carroll,GREEN,6,4532
MO,Carroll,LIBERTARIAN,32,4532
MO,Carroll,OTHER,2,4532
MO,Carroll,REPUBLICAN,3706,4532
MO,Carter,DEMOCRAT,418,2897
MO,Carter,GREEN,6,2897
MO,Carter,LIBERTARIAN,18,2897
MO,Carter,OTHER,4,2897
MO,Carter,REPUBLICAN,2451,2897
MO,Cass,DEMOCRAT,19052,57408
MO,Cass,GREEN,171,57408
MO,Cass,LIBERTARIAN,908,57408
MO,Cass,OTHER,80,57408
MO,Cass,REPUBLICAN,37197,57408
MO,Cedar,DEMOCRAT,1145,7044
MO,Cedar,GREEN,14,7044
MO,Cedar,LIBERTARIAN,80,7044
MO,Cedar,OTHER,17,7044
MO,Cedar,REPUBLICAN,5788,7044
MO,Chariton,DEMOCRAT,916,4077
MO,Chariton,GREEN,5,4077
MO,Chariton,LIBERTARIAN,40,4077
MO,Chariton,OTHER,5,4077
MO,Chariton,REPUBLICAN,3111,4077
MO,Christian,DEMOCRAT,11131,46839
MO,Christian,GREEN,96,46839
MO,Christian,LIBERTARIAN,638,46839
MO,Christian,OTHER,54,46839
MO,Christian,REPUBLICAN,34920,46839
MO,Clark,DEMOCRAT,678,3394
MO,Clark,GREEN,12,3394
MO,Clark,LIBERTARIAN,32,3394
MO,Clark,OTHER,0,3394
MO,Clark,REPUBLICAN,2672,3394
MO,Clay,DEMOCRAT,59400,126569
MO,Clay,GREEN,360,126569
MO,Clay,LIBERTARIAN,2019,126569
MO,Clay,OTHER,185,126569
MO,Clay,REPUBLICAN,64605,126569
MO,Clinton,DEMOCRAT,2896,10888
MO,Clinton,GREEN,30,10888
MO,Clinton,LIBERTARIAN,150,10888
MO,Clinton,OTHER,13,10888
MO,Clinton,REPUBLICAN,7799,10888
MO,Cole,DEMOCRAT,12694,39529
MO,Cole,GREEN,95,39529
MO,Cole,LIBERTARIAN,603,39529
MO,Cole,OTHER,51,39529
MO,Cole,REPUBLICAN,26086,39529
MO,Cooper,DEMOCRAT,2249,8693
MO,Cooper,GREEN,27,8693
MO,Cooper,LIBERTARIAN,139,8693
MO,Cooper,OTHER,6,8693
MO,Cooper,REPUBLICAN,6272,8693
MO,Crawford,DEMOCRAT,2113,10973
MO,Crawford,GREEN,17,10973
MO,Crawford,LIBERTARIAN,102,10973
MO,Crawford,OTHER,16,10973
MO,Crawford,REPUBLICAN,8725,10973
MO,Dade,DEMOCRAT,656,4119
MO,Dade,GREEN,5,4119
MO,Dade,LIBERTARIAN,42,4119
MO,Dade,OTHER,2,4119
MO,Dade,REPUBLICAN,3414,4119
MO,Dallas,DEMOCRAT,1380,8104
MO,Dallas,GREEN,21,8104
MO,Dallas,LIBERTARIAN,72,8104
MO,Dallas,OTHER,12,8104
MO,Dallas,REPUBLICAN,6619,8104
MO,Daviess,DEMOCRAT,746,3911
MO,Daviess,GREEN,6,3911
MO,Daviess,LIBERTARIAN,49,3911
MO,Daviess,OTHER,8,3911
MO,Daviess,REPUBLICAN,3102,3911
MO,Dekalb,DEMOCRAT,930,4843
MO,Dekalb,GREEN,9,4843
MO,Dekalb,LIBERTARIAN,62,4843
MO,Dekalb,OTHER,14,4843
MO,Dekalb,REPUBLICAN,3828,4843
MO,Dent,DEMOCRAT,1056,7142
MO,Dent,GREEN,9,7142
MO,Dent,LIBERTARIAN,81,7142
MO,Dent,OTHER,9,7142
MO,Dent,REPUBLICAN,5987,7142
MO,Douglas,DEMOCRAT,1016,7000
MO,Douglas,GREEN,4,7000
MO,Douglas,LIBERTARIAN,68,7000
MO,Douglas,OTHER,14,7000
MO,Douglas,REPUBLICAN,5898,7000
MO,Dunklin,DEMOCRAT,2200,10419
MO,Dunklin,GREEN,11,10419
MO,Dunklin,LIBERTARIAN,61,10419
MO,Dunklin,OTHER,12,10419
MO,Dunklin,REPUBLICAN,8135,10419
MO,Franklin,DEMOCRAT,14569,53685
MO,Franklin,GREEN,154,53685
MO,Franklin,LIBERTARIAN,816,53685
MO,Franklin,OTHER,88,53685
MO,Franklin,REPUBLICAN,38058,53685
MO,Gasconade,DEMOCRAT,1601,7923
MO,Gasconade,GREEN,10,7923
MO,Gasconade,LIBERTARIAN,83,7923
MO,Gasconade,OTHER,7,7923
MO,Gasconade,REPUBLICAN,6222,7923
MO,Gentry,DEMOCRAT,613,3237
MO,Gentry,GREEN,2,3237
MO,Gentry,LIBERTARIAN,34,3237
MO,Gentry,OTHER,7,3237
MO,Gentry,REPUBLICAN,2581,3237
MO,Greene,DEMOCRAT,55068,141800
MO,Greene,GREEN,463,141800
MO,Greene,LIBERTARIAN,2454,141800
MO,Greene,OTHER,185,141800
MO,Greene,REPUBLICAN,83630,141800
MO,Grundy,DEMOCRAT,799,4437
MO,Grundy,GREEN,8,4437
MO,Grundy,LIBERTARIAN,42,4437
MO,Grundy,OTHER,3,4437
MO,Grundy,REPUBLICAN,3585,4437
MO,Harrison,DEMOCRAT,597,3826
MO,Harrison,GREEN,8,3826
MO,Harrison,LIBERTARIAN,22,3826
MO,Harrison,OTHER,1,3826
MO,Harrison,REPUBLICAN,3198,3826
MO,Henry,DEMOCRAT,2619,10788
MO,Henry,GREEN,17,10788
MO,Henry,LIBERTARIAN,114,10788
MO,Henry,OTHER,11,10788
MO,Henry,REPUBLICAN,8027,10788
MO,Hickory,DEMOCRAT,1056,5080
MO,Hickory,GREEN,13,5080
MO,Hickory,LIBERTARIAN,39,5080
MO,Hickory,OTHER,6,5080
MO,Hickory,REPUBLICAN,3966,5080
MO,Holt,DEMOCRAT,338,2343
MO,Holt,GREEN,5,2343
MO,Holt,LIBERTARIAN,23,2343
MO,Holt,OTHER,1,2343
MO,Holt,REPUBLICAN,1976,2343
MO,Howard,DEMOCRAT,1413,5092
MO,Howard,GREEN,15,5092
MO,Howard,LIBERTARIAN,106,5092
MO,Howard,OTHER,5,5092
MO,Howard,REPUBLICAN,3553,5092
MO,Howell,DEMOCRAT,3218,18650
MO,Howell,GREEN,33,18650
MO,Howell,LIBERTARIAN,197,18650
MO,Howell,OTHER,21,18650
MO,Howell,REPUBLICAN,15181,18650
MO,Iron,DEMOCRAT,945,4592
MO,Iron,GREEN,11,4592
MO,Iron,LIBERTARIAN,33,4592
MO,Iron,OTHER,7,4592
MO,Iron,REPUBLICAN,3596,4592
MO,Jackson,DEMOCRAT,92182,196418
MO,Jackson,GREEN,678,196418
MO,Jackson,LIBERTARIAN,3102,196418
MO,Jackson,OTHER,314,196418
MO,Jackson,REPUBLICAN,100142,196418
MO,Jasper,DEMOCRAT,13549,52352
MO,Jasper,GREEN,161,52352
MO,Jasper,LIBERTARIAN,862,52352
MO,Jasper,OTHER,52,52352
MO,Jasper,REPUBLICAN,37728,52352
MO,Jefferson,DEMOCRAT,37523,116688
MO,Jefferson,GREEN,334,116688
MO,Jefferson,LIBERTARIAN,1635,116688
MO,Jefferson,OTHER,150,116688
MO,Jefferson,REPUBLICAN,77046,116688
MO,Johnson,DEMOCRAT,6974,23123
MO,Johnson,GREEN,67,23123
MO,Johnson,LIBERTARIAN,554,23123
MO,Johnson,OTHER,39,23123
MO,Johnson,REPUBLICAN,15489,23123
MO,Knox,DEMOCRAT,340,1854
MO,Knox,GREEN,0,1854
MO,Knox,LIBERTARIAN,26,1854
MO,Knox,OTHER,2,1854
MO,Knox,REPUBLICAN,1486,1854
MO,Laclede,DEMOCRAT,2780,16793
MO,Laclede,GREEN,36,16793
MO,Laclede,LIBERTARIAN,181,16793
MO,Laclede,OTHER,34,16793
MO,Laclede,REPUBLICAN,13762,16793
MO,Lafayette,DEMOCRAT,4472,17055
MO,Lafayette,GREEN,40,17055
MO,Lafayette,LIBERTARIAN,240,17055
MO,Lafayette,OTHER,30,17055
MO,Lafayette,REPUBLICAN,12273,17055
MO,Lawrence,DEMOCRAT,3214,17905
MO,Lawrence,GREEN,39,17905
MO,Lawrence,LIBERTARIAN,202,17905
MO,Lawrence,OTHER,24,17905
MO,Lawrence,REPUBLICAN,14426,17905
MO,Lewis,DEMOCRAT,984,4609
MO,Lewis,GREEN,6,4609
MO,Lewis,LIBERTARIAN,61,4609
MO,Lewis,OTHER,5,4609
MO,Lewis,REPUBLICAN,3553,4609
MO,Lincoln,DEMOCRAT,6607,29018
MO,Lincoln,GREEN,68,29018
MO,Lincoln,LIBERTARIAN,450,29018
MO,Lincoln,OTHER,45,29018
MO,Lincoln,REPUBLICAN,21848,29018
MO,Linn,DEMOCRAT,1275,5726
MO,Linn,GREEN,17,5726
MO,Linn,LIBERTARIAN,69,5726
MO,Linn,OTHER,2,5726
MO,Linn,REPUBLICAN,4363,5726
MO,Livingston,DEMOCRAT,1410,6758
MO,Livingston,GREEN,14,6758
MO,Livingston,LIBERTARIAN,57,6758
MO,Livingston,OTHER,10,6758
MO,Livingston,REPUBLICAN,5267,6758
MO,Mcdonald,DEMOCRAT,1439,9053
MO,Mcdonald,GREEN,20,9053
MO,Mcdonald,LIBERTARIAN,114,9053
MO,Mcdonald,OTHER,15,9053
MO,Mcdonald,REPUBLICAN,7465,9053
MO,Macon,DEMOCRAT,1662,7836
MO,Macon,GREEN,11,7836
MO,Macon,LIBERTARIAN,78,7836
MO,Macon,OTHER,9,7836
MO,Macon,REPUBLICAN,6076,7836
MO,Madison,DEMOCRAT,1019,5676
MO,Madison,GREEN,13,5676
MO,Madison,LIBERTARIAN,53,5676
MO,Madison,OTHER,7,5676
MO,Madison,REPUBLICAN,4584,5676
MO,Maries,DEMOCRAT,814,4771
MO,Maries,GREEN,10,4771
MO,Maries,LIBERTARIAN,50,4771
MO,Maries,OTHER,5,4771
MO,Maries,REPUBLICAN,3892,4771
MO,Marion,DEMOCRAT,3202,13348
MO,Marion,GREEN,31,13348
MO,Marion,LIBERTARIAN,190,13348
MO,Marion,OTHER,10,13348
MO,Marion,REPUBLICAN,9915,13348
MO,Mercer,DEMOCRAT,222,1779
MO,Mercer,GREEN,1,1779
MO,Mercer,LIBERTARIAN,13,1779
MO,Mercer,OTHER,2,1779
MO,Mercer,REPUBLICAN,1541,1779
MO,Miller,DEMOCRAT,2038,12382
MO,Miller,GREEN,21,12382
MO,Miller,LIBERTARIAN,133,12382
MO,Miller,OTHER,14,12382
MO,Miller,REPUBLICAN,10176,12382
MO,Mississippi,DEMOCRAT,1178,4756
MO,Mississippi,GREEN,7,4756
MO,Mississippi,LIBERTARIAN,30,4756
MO,Mississippi,OTHER,4,4756
MO,Mississippi,REPUBLICAN,3537,4756
MO,Moniteau,DEMOCRAT,1308,7157
MO,Moniteau,GREEN,8,7157
MO,Moniteau,LIBERTARIAN,88,7157
MO,Moniteau,OTHER,9,7157
MO,Moniteau,REPUBLICAN,5744,7157
MO,Monroe,DEMOCRAT,936,4483
MO,Monroe,GREEN,8,4483
MO,Monroe,LIBERTARIAN,56,4483
MO,Monroe,OTHER,6,4483
MO,Monroe,REPUBLICAN,3477,4483
MO,Montgomery,DEMOCRAT,1208,5772
MO,Montgomery,GREEN,12,5772
MO,Montgomery,LIBERTARIAN,84,5772
MO,Montgomery,OTHER,3,5772
MO,Montgomery,REPUBLICAN,4465,5772
